code,name,seq,new_high_date,high,prior_52w_high,true_low_date,true_high_date,true_multiple
45700,株式会社免疫生物研究所,1,2023-07-06,552.0,530.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,2,2023-07-07,652.0,552.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,3,2023-07-10,705.0,652.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,4,2023-07-12,755.0,705.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,5,2023-07-27,760.0,755.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,6,2023-08-09,789.0,760.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,7,2023-08-10,845.0,789.0,2022-12-28,2023-08-14,3.13
45700,株式会社免疫生物研究所,8,2023-08-14,929.0,845.0,2022-12-28,2023-08-14,3.13
39050,データセクション株式会社,1,2023-06-02,338.0,302.0,2023-01-17,2024-01-17,3.1
39050,データセクション株式会社,2,2023-06-20,407.0,338.0,2023-01-17,2024-01-17,3.1
39050,データセクション株式会社,3,2023-06-21,437.0,407.0,2023-01-17,2024-01-17,3.1
39050,データセクション株式会社,4,2024-01-12,485.0,437.0,2023-01-17,2024-01-17,3.1
39050,データセクション株式会社,5,2024-01-15,565.0,485.0,2023-01-17,2024-01-17,3.1
39050,データセクション株式会社,6,2024-01-16,665.0,565.0,2023-01-17,2024-01-17,3.1
39050,データセクション株式会社,7,2024-01-17,738.0,665.0,2023-01-17,2024-01-17,3.1
92110,株式会社エフ・コード,1,2024-01-16,2765.0,2400.0,2023-10-23,2024-01-30,3.04
92110,株式会社エフ・コード,2,2024-01-19,2855.0,2765.0,2023-10-23,2024-01-30,3.04
92110,株式会社エフ・コード,3,2024-01-22,2953.0,2855.0,2023-10-23,2024-01-30,3.04
92110,株式会社エフ・コード,4,2024-01-24,3055.0,2953.0,2023-10-23,2024-01-30,3.04
92110,株式会社エフ・コード,5,2024-01-30,3165.0,3055.0,2023-10-23,2024-01-30,3.04
25860,株式会社フルッタフルッタ,1,2024-08-15,95.0,82.0,2024-08-05,2024-08-15,3.28
33000,株式会社アンビションＤＸホールディングス,1,2023-02-15,639.0,636.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,2,2023-02-20,678.0,639.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,3,2023-02-21,697.0,678.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,4,2023-03-03,718.0,697.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,5,2023-03-06,729.0,718.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,6,2023-03-07,737.0,729.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,7,2023-03-09,745.0,737.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,8,2023-05-12,754.0,745.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,9,2023-05-15,755.0,754.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,10,2023-05-16,803.0,755.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,11,2023-05-17,822.0,803.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,12,2023-05-18,831.0,822.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,13,2023-05-22,847.0,831.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,14,2023-05-26,865.0,847.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,15,2023-05-29,895.0,865.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,16,2023-05-30,923.0,895.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,17,2023-06-20,943.0,923.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,18,2023-07-20,946.0,943.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,19,2023-07-28,974.0,946.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,20,2024-04-22,975.0,974.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,21,2024-04-23,998.0,975.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,22,2024-06-21,1037.0,998.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,23,2024-06-24,1059.0,1037.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,24,2024-06-25,1070.0,1059.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,25,2024-08-13,1074.0,1070.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,26,2024-08-14,1362.0,1074.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,27,2024-08-15,1660.0,1362.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,28,2024-08-26,1700.0,1660.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,29,2024-08-27,1750.0,1700.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,30,2024-08-29,1776.0,1750.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,31,2024-08-30,1837.0,1776.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,32,2024-09-02,1880.0,1837.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,33,2024-09-19,1900.0,1880.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,34,2024-09-27,2020.0,1900.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,35,2024-10-03,2038.0,2020.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,36,2024-11-14,2081.0,2038.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,37,2024-11-15,2104.0,2081.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,38,2024-11-18,2134.0,2104.0,2023-12-18,2024-11-19,3.08
33000,株式会社アンビションＤＸホールディングス,39,2024-11-19,2190.0,2134.0,2023-12-18,2024-11-19,3.08
73780,株式会社アシロ,1,2023-07-04,980.0,976.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,2,2024-09-17,1020.0,930.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,3,2024-09-18,1094.0,1020.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,4,2024-09-19,1139.0,1094.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,5,2024-10-04,1153.0,1139.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,6,2024-12-02,1161.0,1153.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,7,2024-12-03,1287.0,1161.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,8,2024-12-16,1551.0,1287.0,2024-08-05,2024-12-17,3.17
73780,株式会社アシロ,9,2024-12-17,1951.0,1551.0,2024-08-05,2024-12-17,3.17
70970,株式会社さくらさくプラス,1,2024-01-11,1045.0,985.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,2,2024-03-14,1066.0,1045.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,3,2024-03-15,1360.0,1066.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,4,2024-12-16,1615.0,1360.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,5,2024-12-17,1920.0,1615.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,6,2024-12-18,2005.0,1920.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,7,2024-12-30,2049.0,2005.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,8,2025-01-06,2160.0,2049.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,9,2025-01-07,2195.0,2160.0,2024-01-09,2025-01-08,3.04
70970,株式会社さくらさくプラス,10,2025-01-08,2268.0,2195.0,2024-01-09,2025-01-08,3.04
52430,ｎｏｔｅ株式会社,1,2024-06-26,692.0,687.0,2024-08-05,2025-01-27,3.09
52430,ｎｏｔｅ株式会社,2,2024-06-27,710.0,692.0,2024-08-05,2025-01-27,3.09
52430,ｎｏｔｅ株式会社,3,2024-06-28,719.0,710.0,2024-08-05,2025-01-27,3.09
52430,ｎｏｔｅ株式会社,4,2024-07-01,724.0,719.0,2024-08-05,2025-01-27,3.09
52430,ｎｏｔｅ株式会社,5,2024-07-02,738.0,724.0,2024-08-05,2025-01-27,3.09
52430,ｎｏｔｅ株式会社,6,2025-01-17,1053.0,738.0,2024-08-05,2025-01-27,3.09
52430,ｎｏｔｅ株式会社,7,2025-01-27,1284.0,1053.0,2024-08-05,2025-01-27,3.09
92400,株式会社デリバリーコンサルティング,1,2024-01-31,606.0,544.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,2,2024-02-01,630.0,606.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,3,2024-02-02,640.0,630.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,4,2024-02-05,740.0,640.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,5,2024-02-07,887.0,740.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,6,2024-03-15,907.0,887.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,7,2024-03-18,989.0,907.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,8,2024-03-19,1004.0,989.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,9,2024-03-21,1034.0,1004.0,2025-04-07,2025-06-25,3.1
92400,株式会社デリバリーコンサルティング,10,2025-06-25,926.0,711.0,2025-04-07,2025-06-25,3.1
50290,サークレイス株式会社,1,2024-12-27,843.0,714.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,2,2025-01-22,917.0,843.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,3,2025-01-23,938.0,917.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,4,2025-01-24,958.0,938.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,5,2025-01-30,1041.0,958.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,6,2025-02-05,1155.0,1041.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,7,2025-02-12,1198.0,1155.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,8,2025-04-23,1199.0,1198.0,2024-08-05,2025-04-24,3.45
50290,サークレイス株式会社,9,2025-04-24,1379.0,1199.0,2024-08-05,2025-04-24,3.45
36920,株式会社ＦＦＲＩセキュリティ,1,2023-06-14,1480.0,1336.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,2,2023-06-15,1566.0,1480.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,3,2023-06-16,1600.0,1566.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,4,2023-06-19,1733.0,1600.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,5,2024-02-14,1739.0,1733.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,6,2024-02-15,1794.0,1739.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,7,2024-02-16,1857.0,1794.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,8,2024-02-19,1897.0,1857.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,9,2024-02-27,1996.0,1897.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,10,2024-02-28,2146.0,1996.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,11,2024-03-04,2223.0,2146.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,12,2024-03-06,2260.0,2223.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,13,2024-03-07,2268.0,2260.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,14,2024-04-11,2588.0,2268.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,15,2024-07-19,2708.0,2588.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,16,2024-07-22,2794.0,2708.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,17,2024-09-27,2980.0,2794.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,18,2025-03-04,3050.0,2980.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,19,2025-03-05,3165.0,3050.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,20,2025-03-18,3590.0,3165.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,21,2025-03-19,3745.0,3590.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,22,2025-03-24,4040.0,3745.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,23,2025-05-15,4305.0,4040.0,2024-08-05,2025-05-16,3.0
36920,株式会社ＦＦＲＩセキュリティ,24,2025-05-16,5010.0,4305.0,2024-08-05,2025-05-16,3.0
58920,株式会社ｙｕｔｏｒｉ,1,2025-05-13,3160.0,2913.0,2024-08-05,2025-05-20,3.1
58920,株式会社ｙｕｔｏｒｉ,2,2025-05-15,3380.0,3160.0,2024-08-05,2025-05-20,3.1
58920,株式会社ｙｕｔｏｒｉ,3,2025-05-16,3460.0,3380.0,2024-08-05,2025-05-20,3.1
58920,株式会社ｙｕｔｏｒｉ,4,2025-05-20,3590.0,3460.0,2024-08-05,2025-05-20,3.1
95540,株式会社ＡＶｉＣ,1,2024-06-24,1177.0,1145.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,2,2024-06-25,1197.0,1177.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,3,2024-06-27,1235.0,1197.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,4,2024-06-28,1264.0,1235.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,5,2024-12-11,1297.0,1264.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,6,2024-12-18,1340.0,1297.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,7,2024-12-24,1360.0,1340.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,8,2024-12-25,1384.0,1360.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,9,2024-12-26,1401.0,1384.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,10,2024-12-27,1429.0,1401.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,11,2024-12-30,1436.0,1429.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,12,2025-01-27,1540.0,1436.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,13,2025-01-29,1573.0,1540.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,14,2025-02-06,1579.0,1573.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,15,2025-02-21,1600.0,1579.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,16,2025-02-27,1617.0,1600.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,17,2025-02-28,1665.0,1617.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,18,2025-03-26,1686.0,1665.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,19,2025-03-27,1718.0,1686.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,20,2025-03-28,1733.0,1718.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,21,2025-03-31,1769.0,1733.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,22,2025-04-01,1782.0,1769.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,23,2025-04-02,1795.0,1782.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,24,2025-04-16,1839.0,1795.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,25,2025-04-18,1892.0,1839.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,26,2025-04-21,1896.0,1892.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,27,2025-04-22,1930.0,1896.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,28,2025-05-14,1964.0,1930.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,29,2025-05-29,1982.0,1964.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,30,2025-06-06,2020.0,1982.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,31,2025-06-09,2104.0,2020.0,2024-08-05,2025-06-10,3.12
95540,株式会社ＡＶｉＣ,32,2025-06-10,2284.0,2104.0,2024-08-05,2025-06-10,3.12
35560,リネットジャパングループ株式会社,1,2023-07-07,660.0,648.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,2,2023-07-27,664.0,660.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,3,2023-07-28,686.0,664.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,4,2023-07-31,730.0,686.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,5,2023-09-04,743.0,730.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,6,2023-09-05,746.0,743.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,7,2023-09-07,755.0,746.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,8,2023-09-08,777.0,755.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,9,2025-05-15,350.0,348.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,10,2025-05-19,371.0,350.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,11,2025-05-20,379.0,371.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,12,2025-05-21,420.0,379.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,13,2025-05-23,424.0,420.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,14,2025-05-29,425.0,424.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,15,2025-06-02,427.0,425.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,16,2025-06-03,477.0,427.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,17,2025-06-04,500.0,477.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,18,2025-06-05,510.0,500.0,2024-08-06,2025-06-06,3.18
35560,リネットジャパングループ株式会社,19,2025-06-06,543.0,510.0,2024-08-06,2025-06-06,3.18
56210,株式会社ヒューマンテクノロジーズ,1,2025-03-27,1648.0,1630.0,2024-08-05,2025-06-10,3.04
56210,株式会社ヒューマンテクノロジーズ,2,2025-05-16,2000.0,1648.0,2024-08-05,2025-06-10,3.04
56210,株式会社ヒューマンテクノロジーズ,3,2025-05-19,2110.0,2000.0,2024-08-05,2025-06-10,3.04
56210,株式会社ヒューマンテクノロジーズ,4,2025-06-09,2134.0,2110.0,2024-08-05,2025-06-10,3.04
56210,株式会社ヒューマンテクノロジーズ,5,2025-06-10,2197.0,2134.0,2024-08-05,2025-06-10,3.04
55920,株式会社くすりの窓口,1,2025-02-14,1920.0,1670.0,2024-08-05,2025-06-12,3.05
55920,株式会社くすりの窓口,2,2025-02-17,2040.0,1920.0,2024-08-05,2025-06-12,3.05
55920,株式会社くすりの窓口,3,2025-03-28,2151.0,2040.0,2024-08-05,2025-06-12,3.05
55920,株式会社くすりの窓口,4,2025-04-14,2176.0,2151.0,2024-08-05,2025-06-12,3.05
55920,株式会社くすりの窓口,5,2025-04-17,2276.0,2176.0,2024-08-05,2025-06-12,3.05
55920,株式会社くすりの窓口,6,2025-04-18,2312.0,2276.0,2024-08-05,2025-06-12,3.05
55920,株式会社くすりの窓口,7,2025-04-21,2388.0,2312.0,2024-08-05,2025-06-12,3.05
